#a_0,M_0,emax,emin,tcol
2.800,116,0.40512,0.00011,100000.00000
2.800,118,0.40530,0.00005,100000.00000
2.800,120,0.40517,0.00011,100000.00000
2.800,122,0.40518,0.00002,100000.00000
2.800,124,0.40510,0.00008,100000.00000
2.800,126,0.40525,0.00006,100000.00000
2.800,128,0.40523,0.00004,100000.00000
2.800,130,0.40492,0.00005,100000.00000
2.800,132,0.40509,0.00005,100000.00000
2.800,134,0.40517,0.00009,100000.00000
2.800,136,0.40487,0.00005,100000.00000
2.800,138,0.40468,0.00006,100000.00000
2.800,140,0.40474,0.00028,100000.00000
2.800,144,0.40453,0.00004,100000.00000
2.800,142,0.40450,0.00024,100000.00000
2.800,146,0.40421,0.00016,100000.00000
2.800,148,0.40420,0.00003,100000.00000
2.800,150,0.40423,0.00003,100000.00000
2.800,152,0.40401,0.00005,100000.00000
2.800,154,0.40378,0.00007,100000.00000
2.800,156,0.40386,0.00002,100000.00000
2.800,158,0.40351,0.00005,100000.00000
2.800,160,0.40370,0.00016,100000.00000
2.800,162,0.40338,0.00001,100000.00000
2.800,164,0.40352,0.00003,100000.00000
2.800,166,0.40359,0.00008,100000.00000
2.800,168,0.40364,0.00006,100000.00000
2.800,170,0.40361,0.00016,100000.00000
2.800,172,0.40330,0.00005,100000.00000
2.800,174,0.40340,0.00013,100000.00000
2.800,176,0.40352,0.00003,100000.00000
2.800,178,0.40370,0.00007,100000.00000
2.800,180,0.40348,0.00003,100000.00000
2.810,000,0.40309,0.00001,100000.00000
2.810,002,0.40311,0.00004,100000.00000
2.810,004,0.40310,0.00002,100000.00000
2.810,006,0.40315,0.00002,100000.00000
2.810,008,0.40315,0.00001,100000.00000
2.810,010,0.40313,0.00003,100000.00000
2.810,012,0.40317,0.00003,100000.00000
2.810,014,0.40319,0.00001,100000.00000
2.810,016,0.40321,0.00002,100000.00000
2.810,018,0.40326,0.00002,100000.00000
2.810,020,0.40330,0.00001,100000.00000
2.810,024,0.40330,0.00002,100000.00000
2.810,022,0.40328,0.00001,100000.00000
2.810,026,0.40332,0.00003,100000.00000
2.810,028,0.40335,0.00003,100000.00000
2.810,030,0.40338,0.00004,100000.00000
2.810,032,0.40339,0.00001,100000.00000
2.810,034,0.40338,0.00002,100000.00000
2.810,036,0.40342,0.00001,100000.00000
2.810,038,0.40342,0.00004,100000.00000
2.810,040,0.40343,0.00005,100000.00000
2.810,042,0.40344,0.00003,100000.00000
2.810,044,0.40343,0.00001,100000.00000
2.810,048,0.40340,0.00001,100000.00000
2.810,046,0.40342,0.00001,100000.00000
2.810,050,0.40342,0.00001,100000.00000
2.810,052,0.40339,0.00003,100000.00000
2.810,054,0.40339,0.00001,100000.00000
2.810,056,0.40338,0.00005,100000.00000
2.810,058,0.40337,0.00002,100000.00000
2.810,060,0.40335,0.00003,100000.00000
2.810,062,0.40331,0.00002,100000.00000
2.810,064,0.40330,0.00005,100000.00000
2.810,066,0.40335,0.00002,100000.00000
2.810,068,0.40335,0.00004,100000.00000
2.810,070,0.40329,0.00004,100000.00000
2.810,072,0.40328,0.00008,100000.00000
2.810,074,0.40326,0.00002,100000.00000
2.810,076,0.40328,0.00001,100000.00000
2.810,078,0.40338,0.00006,100000.00000
2.810,080,0.40328,0.00002,100000.00000
2.810,082,0.40334,0.00003,100000.00000
2.810,084,0.40334,0.00003,100000.00000
2.810,086,0.40332,0.00004,100000.00000
2.810,088,0.40337,0.00001,100000.00000
2.810,090,0.40340,0.00006,100000.00000
2.810,092,0.40343,0.00004,100000.00000
2.810,094,0.40345,0.00001,100000.00000
2.810,096,0.40346,0.00001,100000.00000
2.810,098,0.40350,0.00001,100000.00000
2.810,100,0.40351,0.00002,100000.00000
2.810,102,0.40351,0.00003,100000.00000
2.810,104,0.40352,0.00002,100000.00000
2.810,106,0.40413,0.00005,100000.00000
2.810,108,0.40407,0.00002,100000.00000
2.810,110,0.40415,0.00003,100000.00000
2.810,112,0.40414,0.00002,100000.00000
2.810,114,0.40406,0.00002,100000.00000
2.810,116,0.40411,0.00002,100000.00000
2.810,118,0.40408,0.00002,100000.00000
2.810,120,0.40354,0.00003,100000.00000
2.810,122,0.40407,0.00002,100000.00000
2.810,124,0.40350,0.00001,100000.00000
2.810,126,0.40350,0.00003,100000.00000
2.810,128,0.40346,0.00003,100000.00000
2.810,130,0.40343,0.00003,100000.00000
2.810,132,0.40340,0.00001,100000.00000
2.810,134,0.40339,0.00003,100000.00000
2.810,136,0.40336,0.00004,100000.00000
2.810,138,0.40330,0.00002,100000.00000
2.810,140,0.40332,0.00005,100000.00000
2.810,142,0.40332,0.00004,100000.00000
2.810,144,0.40324,0.00003,100000.00000
2.810,146,0.40320,0.00001,100000.00000
2.810,148,0.40317,0.00002,100000.00000
2.810,150,0.40319,0.00006,100000.00000
2.810,152,0.40314,0.00002,100000.00000
2.810,154,0.40314,0.00002,100000.00000
2.810,156,0.40311,0.00001,100000.00000
2.810,158,0.40311,0.00002,100000.00000
2.810,160,0.40290,0.00004,100000.00000
2.810,162,0.40317,0.00002,100000.00000
2.810,164,0.40310,0.00004,100000.00000
2.810,168,0.40310,0.00004,100000.00000
2.810,166,0.40313,0.00004,100000.00000
2.810,170,0.40310,0.00005,100000.00000
2.810,172,0.40315,0.00004,100000.00000
2.810,174,0.40315,0.00001,100000.00000
2.810,176,0.40313,0.00004,100000.00000
2.810,178,0.40309,0.00006,100000.00000
2.810,180,0.40314,0.00001,100000.00000
2.820,000,0.40219,0.00003,100000.00000
2.820,002,0.40218,0.00006,100000.00000
2.820,004,0.40220,0.00008,100000.00000
2.820,008,0.40223,0.00003,100000.00000
2.820,006,0.40221,0.00005,100000.00000
2.820,010,0.40226,0.00001,100000.00000
2.820,012,0.40228,0.00004,100000.00000
2.820,014,0.40232,0.00005,100000.00000
2.820,016,0.40234,0.00001,100000.00000
2.820,018,0.40239,0.00006,100000.00000
2.820,020,0.40241,0.00003,100000.00000
2.820,022,0.40243,0.00002,100000.00000
2.820,024,0.40250,0.00004,100000.00000
2.820,026,0.40250,0.00006,100000.00000
2.820,028,0.40254,0.00004,100000.00000
2.820,030,0.40256,0.00003,100000.00000
2.820,032,0.40258,0.00002,100000.00000
2.820,034,0.40261,0.00003,100000.00000
2.820,036,0.40261,0.00002,100000.00000
2.820,038,0.40262,0.00004,100000.00000
2.820,040,0.40263,0.00001,100000.00000
2.820,042,0.40262,0.00002,100000.00000
2.820,044,0.40262,0.00003,100000.00000
2.820,046,0.40261,0.00002,100000.00000
2.820,048,0.40260,0.00003,100000.00000
2.820,050,0.40260,0.00004,100000.00000
2.820,052,0.40258,0.00004,100000.00000
2.820,054,0.40254,0.00001,100000.00000
2.820,056,0.40253,0.00005,100000.00000
2.820,060,0.40250,0.00002,100000.00000
2.820,058,0.40254,0.00002,100000.00000
2.820,062,0.40246,0.00002,100000.00000
2.820,064,0.40247,0.00003,100000.00000
2.820,066,0.40244,0.00004,100000.00000
2.820,068,0.40243,0.00002,100000.00000
2.820,070,0.40242,0.00003,100000.00000
2.820,072,0.40242,0.00002,100000.00000
2.820,074,0.40241,0.00001,100000.00000
2.820,076,0.40242,0.00003,100000.00000
2.820,078,0.40243,0.00002,100000.00000
2.820,080,0.40243,0.00003,100000.00000
2.820,082,0.40244,0.00001,100000.00000
2.820,084,0.40245,0.00002,100000.00000
2.820,086,0.40251,0.00006,100000.00000
2.820,088,0.40258,0.00003,100000.00000
2.820,090,0.40253,0.00001,100000.00000
2.820,092,0.40260,0.00003,100000.00000
2.820,094,0.40262,0.00000,100000.00000
2.820,096,0.40265,0.00001,100000.00000
2.820,098,0.40269,0.00004,100000.00000
2.820,100,0.40273,0.00002,100000.00000
2.820,102,0.40275,0.00004,100000.00000
2.820,104,0.40276,0.00001,100000.00000
2.820,106,0.40279,0.00005,100000.00000
2.820,108,0.40281,0.00005,100000.00000
2.820,110,0.40281,0.00002,100000.00000
2.820,112,0.40281,0.00002,100000.00000
2.820,116,0.40279,0.00003,100000.00000
2.820,114,0.40282,0.00006,100000.00000
2.820,118,0.40279,0.00004,100000.00000
2.820,120,0.40278,0.00003,100000.00000
2.820,122,0.40276,0.00003,100000.00000
2.820,124,0.40274,0.00003,100000.00000
2.820,128,0.40268,0.00002,100000.00000
2.820,126,0.40270,0.00003,100000.00000
2.820,130,0.40263,0.00001,100000.00000
2.820,132,0.40260,0.00003,100000.00000
2.820,134,0.40257,0.00002,100000.00000
2.820,136,0.40255,0.00003,100000.00000
2.820,140,0.40243,0.00003,100000.00000
2.820,138,0.40244,0.00002,100000.00000
2.820,142,0.40239,0.00002,100000.00000
2.820,144,0.40235,0.00008,100000.00000
2.820,146,0.40232,0.00002,100000.00000
2.820,148,0.40229,0.00003,100000.00000
2.820,150,0.40227,0.00004,100000.00000
2.820,152,0.40224,0.00006,100000.00000
2.820,154,0.40221,0.00002,100000.00000
2.820,156,0.40215,0.00005,100000.00000
2.820,158,0.40218,0.00003,100000.00000
2.820,160,0.40220,0.00005,100000.00000
2.820,162,0.40222,0.00005,100000.00000
2.820,164,0.40219,0.00002,100000.00000
2.820,168,0.40214,0.00002,100000.00000
2.820,166,0.40215,0.00002,100000.00000
2.820,170,0.40220,0.00004,100000.00000
2.820,172,0.40218,0.00007,100000.00000
2.820,174,0.40216,0.00002,100000.00000
2.820,176,0.40219,0.00002,100000.00000
2.820,180,0.40221,0.00006,100000.00000
2.820,178,0.40204,0.00004,100000.00000
2.830,000,0.40232,0.00002,100000.00000
2.830,002,0.40222,0.00004,100000.00000
2.830,004,0.40227,0.00006,100000.00000
2.830,006,0.40223,0.00003,100000.00000
2.830,008,0.40231,0.00004,100000.00000
2.830,010,0.40234,0.00004,100000.00000
2.830,012,0.40244,0.00001,100000.00000
2.830,014,0.40251,0.00005,100000.00000
2.830,016,0.40261,0.00003,100000.00000
2.830,018,0.40257,0.00006,100000.00000
2.830,020,0.40263,0.00006,100000.00000
2.830,022,0.40265,0.00004,100000.00000
2.830,024,0.40266,0.00003,100000.00000
2.830,026,0.40268,0.00002,100000.00000
2.830,028,0.40266,0.00001,100000.00000
2.830,030,0.40270,0.00004,100000.00000
2.830,032,0.40270,0.00006,100000.00000
2.830,034,0.40273,0.00002,100000.00000
2.830,036,0.40270,0.00002,100000.00000
2.830,038,0.40273,0.00006,100000.00000
2.830,040,0.40273,0.00003,100000.00000
2.830,042,0.40274,0.00003,100000.00000
2.830,044,0.40272,0.00002,100000.00000
2.830,046,0.40273,0.00002,100000.00000
2.830,048,0.40272,0.00002,100000.00000
2.830,050,0.40272,0.00002,100000.00000
2.830,052,0.40273,0.00003,100000.00000
2.830,054,0.40270,0.00004,100000.00000
2.830,056,0.40268,0.00009,100000.00000
2.830,058,0.40269,0.00007,100000.00000
2.830,060,0.40265,0.00004,100000.00000
2.830,062,0.40271,0.00002,100000.00000
2.830,064,0.40267,0.00004,100000.00000
2.830,066,0.40268,0.00006,100000.00000
2.830,068,0.40257,0.00023,100000.00000
2.830,070,0.40259,0.00002,100000.00000
2.830,072,0.40259,0.00003,100000.00000
2.830,074,0.40259,0.00008,100000.00000
2.830,076,0.40259,0.00007,100000.00000
2.830,078,0.40258,0.00001,100000.00000
2.830,080,0.40259,0.00006,100000.00000
2.830,082,0.40264,0.00006,100000.00000
2.830,084,0.40268,0.00001,100000.00000
2.830,086,0.40269,0.00002,100000.00000
2.830,088,0.40266,0.00001,100000.00000
2.830,090,0.40273,0.00005,100000.00000
2.830,092,0.40273,0.00001,100000.00000
2.830,094,0.40276,0.00003,100000.00000
2.830,096,0.40277,0.00002,100000.00000
2.830,098,0.40279,0.00002,100000.00000
2.830,100,0.40281,0.00003,100000.00000
2.830,102,0.40284,0.00005,100000.00000
2.830,104,0.40284,0.00003,100000.00000
2.830,108,0.40287,0.00002,100000.00000
2.830,106,0.40286,0.00004,100000.00000
2.830,110,0.40289,0.00001,100000.00000
2.830,112,0.40288,0.00002,100000.00000
2.830,114,0.40289,0.00004,100000.00000
2.830,116,0.40288,0.00002,100000.00000
2.830,118,0.40286,0.00001,100000.00000
2.830,120,0.40285,0.00001,100000.00000
2.830,122,0.40284,0.00004,100000.00000
2.830,124,0.40281,0.00002,100000.00000
2.830,126,0.40278,0.00002,100000.00000
2.830,128,0.40272,0.00005,100000.00000
2.830,130,0.40274,0.00003,100000.00000
2.830,132,0.40272,0.00004,100000.00000
2.830,134,0.40271,0.00004,100000.00000
2.830,136,0.40268,0.00004,100000.00000
2.830,138,0.40264,0.00011,100000.00000
2.830,140,0.40263,0.00004,100000.00000
2.830,142,0.40258,0.00002,100000.00000
2.830,144,0.40250,0.00005,100000.00000
2.830,146,0.40253,0.00003,100000.00000
2.830,148,0.40249,0.00005,100000.00000
2.830,150,0.40232,0.00004,100000.00000
2.830,152,0.40229,0.00005,100000.00000
2.830,154,0.40229,0.00008,100000.00000
2.830,156,0.40229,0.00005,100000.00000
2.830,158,0.40227,0.00005,100000.00000
2.830,160,0.40214,0.00001,100000.00000
2.830,162,0.40228,0.00003,100000.00000
2.830,164,0.40221,0.00005,100000.00000
2.830,166,0.40216,0.00003,100000.00000
2.830,168,0.40218,0.00002,100000.00000
2.830,170,0.40222,0.00004,100000.00000
2.830,172,0.40223,0.00004,100000.00000
2.830,174,0.40229,0.00002,100000.00000
2.830,176,0.40234,0.00002,100000.00000
2.830,178,0.40225,0.00005,100000.00000
2.830,180,0.40230,0.00004,100000.00000
2.840,000,0.40150,0.00006,100000.00000
2.840,002,0.40150,0.00004,100000.00000
2.840,006,0.40153,0.00005,100000.00000
2.840,004,0.40151,0.00002,100000.00000
2.840,008,0.40156,0.00007,100000.00000
2.840,010,0.40160,0.00002,100000.00000
2.840,012,0.40164,0.00002,100000.00000
2.840,014,0.40167,0.00003,100000.00000
2.840,016,0.40173,0.00002,100000.00000
2.840,018,0.40177,0.00004,100000.00000
2.840,020,0.40183,0.00004,100000.00000
2.840,022,0.40186,0.00001,100000.00000
2.840,024,0.40191,0.00001,100000.00000
2.840,026,0.40193,0.00004,100000.00000
2.840,030,0.40203,0.00001,100000.00000
2.840,028,0.40198,0.00002,100000.00000
2.840,032,0.40201,0.00001,100000.00000
2.840,034,0.40209,0.00004,100000.00000
2.840,036,0.40210,0.00003,100000.00000
2.840,038,0.40210,0.00002,100000.00000
2.840,040,0.40212,0.00003,100000.00000
2.840,042,0.40210,0.00002,100000.00000
2.840,044,0.40208,0.00003,100000.00000
2.840,046,0.40209,0.00001,100000.00000
2.840,048,0.40205,0.00002,100000.00000
2.840,050,0.40203,0.00004,100000.00000
2.840,052,0.40201,0.00002,100000.00000
2.840,054,0.40199,0.00003,100000.00000
2.840,056,0.40195,0.00006,100000.00000
2.840,058,0.40192,0.00002,100000.00000
2.840,060,0.40187,0.00003,100000.00000
2.840,064,0.40182,0.00002,100000.00000
2.840,062,0.40185,0.00001,100000.00000
2.840,066,0.40181,0.00003,100000.00000
2.840,068,0.40177,0.00004,100000.00000
2.840,070,0.40178,0.00004,100000.00000
2.840,072,0.40176,0.00005,100000.00000
2.840,074,0.40177,0.00001,100000.00000
2.840,076,0.40175,0.00001,100000.00000
2.840,078,0.40178,0.00003,100000.00000
2.840,080,0.40181,0.00004,100000.00000
2.840,082,0.40183,0.00005,100000.00000
2.840,084,0.40187,0.00001,100000.00000
2.840,086,0.40191,0.00007,100000.00000
2.840,088,0.40193,0.00002,100000.00000
2.840,090,0.40201,0.00001,100000.00000
2.840,092,0.40205,0.00006,100000.00000
2.840,094,0.40208,0.00001,100000.00000
2.840,096,0.40214,0.00006,100000.00000
2.840,098,0.40219,0.00004,100000.00000
2.840,100,0.40223,0.00005,100000.00000
2.840,104,0.40230,0.00002,100000.00000
2.840,102,0.40226,0.00002,100000.00000
2.840,106,0.40232,0.00002,100000.00000
2.840,108,0.40233,0.00002,100000.00000
2.840,110,0.40236,0.00002,100000.00000
2.840,112,0.40236,0.00002,100000.00000
2.840,114,0.40235,0.00008,100000.00000
2.840,116,0.40234,0.00003,100000.00000
2.840,118,0.40232,0.00001,100000.00000
2.840,120,0.40228,0.00001,100000.00000
2.840,122,0.40226,0.00001,100000.00000
2.840,124,0.40220,0.00002,100000.00000
2.840,126,0.40217,0.00003,100000.00000
2.840,128,0.40212,0.00002,100000.00000
2.840,130,0.40207,0.00005,100000.00000
2.840,132,0.40200,0.00005,100000.00000
2.840,134,0.40194,0.00006,100000.00000
2.840,136,0.40187,0.00005,100000.00000
2.840,138,0.40184,0.00003,100000.00000
2.840,140,0.40177,0.00009,100000.00000
2.840,144,0.40167,0.00004,100000.00000
2.840,142,0.40174,0.00002,100000.00000
2.840,146,0.40164,0.00005,100000.00000
2.840,148,0.40161,0.00001,100000.00000
2.840,150,0.40158,0.00002,100000.00000
2.840,152,0.40155,0.00003,100000.00000
2.840,154,0.40150,0.00001,100000.00000
2.840,156,0.40152,0.00001,100000.00000
2.840,158,0.40152,0.00005,100000.00000
2.840,160,0.40151,0.00001,100000.00000
2.840,162,0.40151,0.00002,100000.00000
2.840,164,0.40152,0.00005,100000.00000
2.840,166,0.40153,0.00006,100000.00000
2.840,168,0.40154,0.00004,100000.00000
2.840,170,0.40155,0.00001,100000.00000
2.840,172,0.40155,0.00005,100000.00000
2.840,174,0.40154,0.00003,100000.00000
2.840,176,0.40156,0.00004,100000.00000
2.840,178,0.40157,0.00005,100000.00000
2.840,180,0.40157,0.00001,100000.00000
2.850,000,0.40112,0.00001,100000.00000
2.850,002,0.40112,0.00003,100000.00000
2.850,004,0.40113,0.00003,100000.00000
2.850,008,0.40120,0.00003,100000.00000
2.850,006,0.40115,0.00002,100000.00000
2.850,012,0.40127,0.00002,100000.00000
2.850,010,0.40123,0.00003,100000.00000
2.850,014,0.40134,0.00005,100000.00000
2.850,016,0.40139,0.00004,100000.00000
2.850,018,0.40144,0.00004,100000.00000
2.850,020,0.40149,0.00002,100000.00000
2.850,022,0.40155,0.00003,100000.00000
2.850,024,0.40161,0.00002,100000.00000
2.850,026,0.40166,0.00000,100000.00000
2.850,028,0.40170,0.00001,100000.00000
2.850,030,0.40174,0.00004,100000.00000
2.850,032,0.40177,0.00003,100000.00000
2.850,034,0.40180,0.00002,100000.00000
2.850,036,0.40181,0.00002,100000.00000
2.850,038,0.40182,0.00006,100000.00000
2.850,040,0.40181,0.00002,100000.00000
2.850,042,0.40181,0.00001,100000.00000
2.850,044,0.40182,0.00003,100000.00000
2.850,046,0.40179,0.00004,100000.00000
2.850,048,0.40176,0.00000,100000.00000
2.850,050,0.40173,0.00003,100000.00000
2.850,052,0.40170,0.00004,100000.00000
2.850,054,0.40167,0.00003,100000.00000
2.850,056,0.40162,0.00002,100000.00000
2.850,058,0.40157,0.00001,100000.00000
2.850,060,0.40155,0.00002,100000.00000
2.850,062,0.40150,0.00001,100000.00000
2.850,064,0.40148,0.00006,100000.00000
2.850,066,0.40145,0.00004,100000.00000
2.850,068,0.40142,0.00005,100000.00000
2.850,070,0.40141,0.00004,100000.00000
2.850,072,0.40140,0.00005,100000.00000
2.850,074,0.40140,0.00003,100000.00000
2.850,076,0.40142,0.00001,100000.00000
2.850,078,0.40143,0.00002,100000.00000
2.850,080,0.40146,0.00002,100000.00000
2.850,082,0.40149,0.00001,100000.00000
2.850,084,0.40153,0.00003,100000.00000
2.850,086,0.40158,0.00001,100000.00000
2.850,088,0.40164,0.00003,100000.00000
2.850,090,0.40169,0.00003,100000.00000
2.850,092,0.40175,0.00003,100000.00000
2.850,094,0.40180,0.00005,100000.00000
2.850,098,0.40190,0.00004,100000.00000
2.850,096,0.40183,0.00005,100000.00000
2.850,100,0.40195,0.00003,100000.00000
2.850,102,0.40199,0.00003,100000.00000
2.850,104,0.40203,0.00001,100000.00000
2.850,106,0.40205,0.00002,100000.00000
2.850,108,0.40208,0.00003,100000.00000
2.850,110,0.40210,0.00004,100000.00000
2.850,112,0.40210,0.00004,100000.00000
2.850,114,0.40208,0.00004,100000.00000
2.850,116,0.40206,0.00002,100000.00000
2.850,118,0.40205,0.00003,100000.00000
2.850,120,0.40201,0.00004,100000.00000
2.850,122,0.40196,0.00002,100000.00000
2.850,124,0.40192,0.00003,100000.00000
2.850,126,0.40187,0.00007,100000.00000
2.850,128,0.40181,0.00004,100000.00000
2.850,130,0.40174,0.00002,100000.00000
2.850,132,0.40167,0.00002,100000.00000
2.850,134,0.40161,0.00002,100000.00000
2.850,136,0.40153,0.00002,100000.00000
2.850,138,0.40148,0.00004,100000.00000
2.850,140,0.40141,0.00006,100000.00000
2.850,142,0.40136,0.00001,100000.00000
2.850,144,0.40131,0.00002,100000.00000
2.850,146,0.40126,0.00003,100000.00000
2.850,148,0.40122,0.00006,100000.00000
2.850,150,0.40117,0.00001,100000.00000
2.850,152,0.40115,0.00003,100000.00000
2.850,154,0.40115,0.00002,100000.00000
2.850,156,0.40114,0.00004,100000.00000
2.850,158,0.40114,0.00003,100000.00000
2.850,160,0.40114,0.00001,100000.00000
2.850,162,0.40113,0.00004,100000.00000
2.850,164,0.40117,0.00002,100000.00000
2.850,166,0.40117,0.00002,100000.00000
2.850,168,0.40119,0.00004,100000.00000
2.850,170,0.40121,0.00006,100000.00000
2.850,172,0.40121,0.00002,100000.00000
2.850,174,0.40124,0.00006,100000.00000
2.850,176,0.40124,0.00004,100000.00000
2.850,178,0.40124,0.00005,100000.00000
2.860,000,0.40103,0.00004,100000.00000
2.850,180,0.40125,0.00002,100000.00000
2.860,002,0.40099,0.00004,100000.00000
2.860,004,0.40107,0.00006,100000.00000
2.860,006,0.40110,0.00002,100000.00000
2.860,008,0.40108,0.00002,100000.00000
2.860,012,0.40142,0.00006,100000.00000
2.860,014,0.40123,0.00002,100000.00000
2.860,010,0.40119,0.00009,100000.00000
2.860,016,0.40095,0.00000,100000.00000
2.860,018,0.40122,0.00005,100000.00000
2.860,020,0.40139,0.00005,100000.00000
2.860,022,0.40142,0.00004,100000.00000
2.860,024,0.40140,0.00004,100000.00000
2.860,026,0.40150,0.00004,100000.00000
2.860,028,0.40156,0.00005,100000.00000
2.860,030,0.40161,0.00001,100000.00000
2.860,032,0.40164,0.00002,100000.00000
2.860,034,0.40166,0.00001,100000.00000
2.860,036,0.40169,0.00002,100000.00000
2.860,038,0.40170,0.00004,100000.00000
2.860,040,0.40170,0.00005,100000.00000
2.860,042,0.40170,0.00004,100000.00000
2.860,044,0.40168,0.00005,100000.00000
2.860,046,0.40165,0.00005,100000.00000
2.860,048,0.40163,0.00004,100000.00000
2.860,052,0.40154,0.00002,100000.00000
2.860,054,0.40147,0.00003,100000.00000
2.860,050,0.40158,0.00006,100000.00000
2.860,056,0.40144,0.00006,100000.00000
2.860,058,0.40147,0.00004,100000.00000
2.860,060,0.40140,0.00011,100000.00000
2.860,062,0.40125,0.00001,100000.00000
2.860,064,0.40148,0.00006,100000.00000
2.860,066,0.40118,0.00002,100000.00000
2.860,068,0.40112,0.00003,100000.00000
2.860,070,0.40118,0.00003,100000.00000
2.860,072,0.40126,0.00001,100000.00000
2.860,074,0.40117,0.00003,100000.00000
2.860,076,0.40111,0.00004,100000.00000
2.860,078,0.40120,0.00002,100000.00000
2.860,080,0.40102,0.00002,100000.00000
2.860,082,0.40121,0.00003,100000.00000
2.860,084,0.40136,0.00005,100000.00000
2.860,086,0.40138,0.00006,100000.00000
2.860,088,0.40144,0.00002,100000.00000
2.860,094,0.40165,0.00002,100000.00000
2.860,092,0.40158,0.00003,100000.00000
2.860,090,0.40149,0.00007,100000.00000
2.860,096,0.40170,0.00002,100000.00000
2.860,098,0.40177,0.00004,100000.00000
2.860,100,0.40184,0.00002,100000.00000
2.860,102,0.40187,0.00005,100000.00000
2.860,104,0.40193,0.00004,100000.00000
2.860,106,0.40195,0.00002,100000.00000
2.860,108,0.40199,0.00003,100000.00000
2.860,110,0.40199,0.00002,100000.00000
2.860,112,0.40198,0.00003,100000.00000
2.860,114,0.40198,0.00001,100000.00000
2.860,116,0.40196,0.00003,100000.00000
2.860,118,0.40192,0.00002,100000.00000
2.860,120,0.40188,0.00002,100000.00000
2.860,122,0.40183,0.00002,100000.00000
2.860,124,0.40177,0.00002,100000.00000
2.860,126,0.40170,0.00006,100000.00000
2.860,128,0.40162,0.00001,100000.00000
2.860,134,0.40129,0.00002,100000.00000
2.860,130,0.40154,0.00003,100000.00000
2.860,132,0.40147,0.00003,100000.00000
2.860,136,0.40134,0.00002,100000.00000
2.860,138,0.40135,0.00004,100000.00000
2.860,140,0.40123,0.00000,100000.00000
2.860,142,0.40128,0.00004,100000.00000
2.860,144,0.40133,0.00004,100000.00000
2.860,146,0.40121,0.00001,100000.00000
2.860,148,0.40113,0.00003,100000.00000
2.860,150,0.40109,0.00002,100000.00000
2.860,152,0.40107,0.00005,100000.00000
2.860,154,0.40110,0.00003,100000.00000
2.860,156,0.40107,0.00004,100000.00000
2.860,158,0.40111,0.00003,100000.00000
2.860,160,0.40112,0.00004,100000.00000
2.860,162,0.40110,0.00003,100000.00000
2.860,164,0.40116,0.00005,100000.00000
2.860,166,0.40116,0.00005,100000.00000
2.860,168,0.40117,0.00003,100000.00000
2.860,170,0.40138,0.00004,100000.00000
2.860,172,0.40146,0.00005,100000.00000
2.860,174,0.40145,0.00004,100000.00000
2.860,178,0.40132,0.00003,100000.00000
2.860,176,0.40137,0.00002,100000.00000
2.860,180,0.40130,0.00004,100000.00000
2.870,000,0.40087,0.00003,100000.00000
2.870,002,0.40090,0.00006,100000.00000
2.870,004,0.40107,0.00002,100000.00000
2.870,006,0.40104,0.00002,100000.00000
2.870,008,0.40106,0.00002,100000.00000
2.870,010,0.40104,0.00004,100000.00000
2.870,012,0.40105,0.00006,100000.00000
2.870,014,0.40113,0.00004,100000.00000
2.870,016,0.40124,0.00002,100000.00000
2.870,018,0.40133,0.00007,100000.00000
2.870,020,0.40139,0.00002,100000.00000
2.870,022,0.40148,0.00003,100000.00000
2.870,024,0.40155,0.00001,100000.00000
2.870,026,0.40163,0.00003,100000.00000
2.870,032,0.40177,0.00003,100000.00000
2.870,030,0.40171,0.00003,100000.00000
2.870,028,0.40170,0.00004,100000.00000
2.870,034,0.40180,0.00002,100000.00000
2.870,036,0.40183,0.00001,100000.00000
2.870,038,0.40185,0.00002,100000.00000
2.870,040,0.40185,0.00003,100000.00000
2.870,042,0.40183,0.00001,100000.00000
2.870,044,0.40181,0.00005,100000.00000
2.870,046,0.40176,0.00005,100000.00000
2.870,048,0.40173,0.00001,100000.00000
2.870,050,0.40172,0.00002,100000.00000
2.870,052,0.40162,0.00003,100000.00000
2.870,054,0.40157,0.00002,100000.00000
2.870,056,0.40151,0.00004,100000.00000
2.870,058,0.40145,0.00005,100000.00000
2.870,060,0.40140,0.00004,100000.00000
2.870,062,0.40135,0.00005,100000.00000
2.870,064,0.40129,0.00004,100000.00000
2.870,066,0.40125,0.00003,100000.00000
2.870,068,0.40121,0.00003,100000.00000
2.870,070,0.40117,0.00005,100000.00000
2.870,072,0.40122,0.00003,100000.00000
2.870,074,0.40117,0.00005,100000.00000
2.870,076,0.40115,0.00002,100000.00000
2.870,080,0.40129,0.00002,100000.00000
2.870,078,0.40118,0.00001,100000.00000
2.870,082,0.40134,0.00005,100000.00000
2.870,084,0.40140,0.00001,100000.00000
2.870,086,0.40146,0.00005,100000.00000
2.870,088,0.40154,0.00006,100000.00000
2.870,090,0.40162,0.00003,100000.00000
2.870,092,0.40170,0.00000,100000.00000
2.870,094,0.40180,0.00003,100000.00000
2.870,096,0.40184,0.00001,100000.00000
2.870,100,0.40198,0.00001,100000.00000
2.870,098,0.40192,0.00001,100000.00000
2.870,102,0.40202,0.00003,100000.00000
2.870,104,0.40209,0.00001,100000.00000
2.870,106,0.40212,0.00003,100000.00000
2.870,108,0.40214,0.00001,100000.00000
2.870,110,0.40213,0.00002,100000.00000
